"ID","person_age","person_income","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length"
6646,26,50000,"MORTGAGE",9,"DEBTCONSOLIDATION","A",10000,NA,0,0.2,"N",3
6652,26,50000,"MORTGAGE",10,"HOMEIMPROVEMENT","B",6000,NA,0,0.12,"N",3
6655,23,54516,"RENT",NA,"VENTURE","B",6000,9.91,0,0.11,"N",3
6662,25,50000,"MORTGAGE",9,"PERSONAL","A",12000,NA,0,0.24,"N",2
6667,25,55000,"RENT",3,"HOMEIMPROVEMENT","B",6000,NA,0,0.11,"N",3
6684,25,50000,"MORTGAGE",5,"EDUCATION","B",12000,NA,0,0.24,"N",2
6685,21,55600,"RENT",2,"MEDICAL","A",6000,NA,0,0.11,"N",4
6691,26,44000,"MORTGAGE",3,"EDUCATION","A",22500,NA,1,0.51,"N",3
6700,22,50000,"OWN",2,"MEDICAL","D",10400,NA,0,0.21,"Y",4
6702,25,50000,"OWN",3,"MEDICAL","A",10000,NA,0,0.2,"N",3
6710,23,60000,"RENT",1,"DEBTCONSOLIDATION","A",6000,NA,0,0.1,"N",2
6717,24,50000,"MORTGAGE",4,"MEDICAL","A",4000,NA,0,0.08,"N",2
6719,21,60000,"RENT",5,"MEDICAL","A",6000,NA,0,0.1,"N",4
6727,25,50000,"MORTGAGE",5,"DEBTCONSOLIDATION","A",4000,NA,0,0.08,"N",4
6733,23,60495,"RENT",8,"MEDICAL","A",6000,NA,0,0.1,"N",3
6735,25,61000,"RENT",9,"EDUCATION","A",6000,NA,0,0.1,"N",4
6737,22,61104,"RENT",6,"EDUCATION","B",6000,NA,0,0.1,"N",4
6741,25,62000,"RENT",2,"VENTURE","A",6000,NA,0,0.1,"N",3
6746,22,28000,"RENT",6,"DEBTCONSOLIDATION","B",7125,NA,0,0.25,"N",4
6763,21,15600,"RENT",NA,"EDUCATION","A",7000,7.51,1,0.45,"N",2
6764,21,17000,"RENT",NA,"DEBTCONSOLIDATION","B",7000,10.62,1,0.41,"N",2
6770,23,18500,"RENT",NA,"EDUCATION","A",7000,7.66,1,0.38,"N",4
6773,24,50000,"OWN",NA,"VENTURE","B",21000,10.62,0,0.42,"N",4
6779,25,22776,"RENT",NA,"HOMEIMPROVEMENT","B",7000,9.91,1,0.31,"N",4
6780,25,22880,"RENT",2,"VENTURE","C",7000,NA,1,0.31,"N",3
6788,23,50000,"MORTGAGE",1,"PERSONAL","A",9000,NA,0,0.18,"N",2
6789,25,23460,"RENT",5,"MEDICAL","B",7000,NA,0,0.3,"N",2
6812,24,50000,"MORTGAGE",3,"HOMEIMPROVEMENT","B",12000,NA,0,0.24,"N",3
6815,24,65000,"RENT",3,"MEDICAL","A",6000,NA,0,0.09,"N",2
6844,23,50000,"MORTGAGE",0,"PERSONAL","A",6500,NA,0,0.13,"N",4
6858,22,71000,"RENT",4,"MEDICAL","B",6000,NA,0,0.08,"N",4
6876,24,50000,"MORTGAGE",7,"PERSONAL","D",9000,NA,0,0.18,"Y",3
6884,24,50000,"MORTGAGE",0,"HOMEIMPROVEMENT","B",5500,NA,0,0.11,"N",3
6885,22,50004,"MORTGAGE",NA,"PERSONAL","B",4950,NA,0,0.1,"N",2
6890,22,50004,"MORTGAGE",4,"DEBTCONSOLIDATION","A",6250,NA,0,0.12,"N",4
6897,22,50004,"MORTGAGE",6,"VENTURE","D",7200,NA,0,0.14,"Y",2
6901,22,80000,"RENT",1,"EDUCATION","A",6000,NA,0,0.07,"N",2
6909,25,82000,"RENT",5,"MEDICAL","C",6000,NA,0,0.07,"N",3
6910,23,50004,"MORTGAGE",7,"PERSONAL","A",6000,NA,0,0.12,"N",3
6917,23,83954,"RENT",7,"EDUCATION","A",6000,NA,0,0.07,"N",2
6923,24,50112,"OWN",NA,"PERSONAL","A",1000,5.42,0,0.02,"N",2
6938,22,75000,"RENT",6,"EDUCATION","B",6000,NA,1,0.08,"N",2
6953,25,50400,"MORTGAGE",NA,"HOMEIMPROVEMENT","A",6000,7.14,0,0.12,"N",4
6974,24,110000,"RENT",0,"PERSONAL","B",6000,NA,0,0.05,"N",4
6986,22,50900,"MORTGAGE",6,"DEBTCONSOLIDATION","C",22000,NA,0,0.43,"Y",3
6987,22,60000,"RENT",0,"VENTURE","A",6025,NA,0,0.1,"N",3
7004,22,30000,"RENT",3,"EDUCATION","D",6200,NA,0,0.21,"Y",3
7005,21,51000,"MORTGAGE",5,"EDUCATION","B",13000,NA,0,0.25,"N",3
7013,25,50606,"RENT",3,"MEDICAL","A",6200,NA,0,0.12,"N",4
7017,22,46000,"RENT",1,"DEBTCONSOLIDATION","D",6200,NA,1,0.13,"N",4
7023,23,65000,"RENT",8,"PERSONAL","A",6200,NA,0,0.1,"N",2
7035,23,14898,"RENT",NA,"VENTURE","C",6250,15.27,1,0.42,"N",2
7036,22,16000,"RENT",NA,"VENTURE","B",6250,9.91,1,0.39,"N",2
7043,22,20000,"RENT",3,"EDUCATION","D",6250,NA,1,0.31,"Y",3
7104,26,51500,"MORTGAGE",7,"VENTURE","B",11000,NA,0,0.21,"N",3
7109,23,62100,"RENT",3,"MEDICAL","B",7000,NA,0,0.11,"N",2
7120,25,51600,"OWN",2,"VENTURE","D",6000,NA,0,0.12,"N",4
7124,26,65000,"RENT",3,"EDUCATION","A",7000,NA,0,0.11,"N",2
7134,21,65000,"RENT",0,"VENTURE","A",7000,NA,0,0.11,"N",4
7153,22,54400,"RENT",2,"MEDICAL","E",7000,NA,1,0.11,"Y",2
7154,25,51996,"MORTGAGE",6,"VENTURE","C",7000,NA,0,0.13,"N",3
7186,23,52000,"OWN",7,"EDUCATION","A",6000,NA,0,0.12,"N",3
7196,24,52000,"MORTGAGE",9,"VENTURE","B",11300,NA,0,0.22,"N",3
7201,25,52000,"MORTGAGE",8,"EDUCATION","C",3900,NA,0,0.07,"N",4
7212,24,46000,"MORTGAGE",NA,"MEDICAL","D",10000,15.99,1,0.22,"N",3
7217,24,12624,"RENT",NA,"VENTURE","C",6300,13.85,1,0.5,"N",3
7270,25,44000,"RENT",4,"EDUCATION","A",6375,NA,0,0.14,"N",2
7272,24,52000,"MORTGAGE",2,"MEDICAL","A",4800,NA,0,0.09,"N",2
7273,25,18000,"RENT",2,"MEDICAL","A",6500,NA,1,0.36,"N",3
7278,24,21600,"RENT",NA,"VENTURE","C",6500,14.79,1,0.3,"Y",4
7309,25,35000,"RENT",NA,"MEDICAL","C",6500,12.68,0,0.19,"Y",2
7312,22,36000,"RENT",0,"PERSONAL","C",6500,NA,0,0.18,"N",3
7323,26,40100,"RENT",3,"VENTURE","D",6500,NA,0,0.16,"N",4
7341,23,52360,"MORTGAGE",NA,"VENTURE","D",15000,16.49,0,0.29,"Y",2
7354,21,62467,"RENT",0,"MEDICAL","B",6500,NA,0,0.1,"N",4
7361,24,73000,"RENT",2,"DEBTCONSOLIDATION","A",6500,NA,0,0.09,"N",4
7370,23,84000,"RENT",4,"VENTURE","D",6500,NA,0,0.08,"N",3
7379,22,52800,"OWN",NA,"MEDICAL","A",7000,6.99,0,0.13,"N",4
7391,26,29000,"RENT",11,"EDUCATION","A",6600,NA,0,0.23,"N",3
7398,22,39000,"RENT",3,"MEDICAL","B",6600,NA,0,0.17,"N",2
7410,24,52000,"RENT",3,"HOMEIMPROVEMENT","A",6600,NA,0,0.13,"N",3
7423,25,97000,"RENT",0,"VENTURE","A",6600,NA,0,0.07,"N",2
7426,24,53000,"MORTGAGE",4,"VENTURE","A",15000,NA,0,0.28,"N",2
7441,22,72321,"RENT",6,"PERSONAL","B",6650,NA,0,0.09,"N",4
7443,21,21600,"RENT",NA,"DEBTCONSOLIDATION","A",6700,6.92,1,0.31,"N",4
7446,26,53000,"MORTGAGE",1,"DEBTCONSOLIDATION","A",8000,NA,0,0.15,"N",2
7505,23,53160,"MORTGAGE",NA,"DEBTCONSOLIDATION","A",7000,7.49,0,0.13,"N",3
7514,22,29361,"RENT",4,"HOMEIMPROVEMENT","B",6450,NA,1,0.22,"N",3
7519,23,53500,"MORTGAGE",NA,"DEBTCONSOLIDATION","B",2000,9.62,0,0.04,"N",4
7521,22,24000,"RENT",3,"EDUCATION","C",6400,NA,0,0.27,"Y",3
7526,22,29000,"RENT",0,"EDUCATION","C",6400,NA,0,0.22,"Y",4
7530,22,30000,"RENT",NA,"HOMEIMPROVEMENT","D",6400,15.99,1,0.21,"N",2
7531,23,30000,"RENT",3,"VENTURE","C",6400,NA,0,0.21,"Y",3
7532,23,30000,"RENT",2,"MEDICAL","A",6400,NA,0,0.21,"N",3
7546,21,53876,"MORTGAGE",NA,"PERSONAL","C",2700,14.72,0,0.05,"N",4
7559,23,35000,"RENT",2,"EDUCATION","C",6400,NA,0,0.18,"N",4
7563,23,37000,"RENT",4,"DEBTCONSOLIDATION","A",6400,NA,0,0.17,"N",4
7567,25,54000,"OWN",9,"EDUCATION","C",15000,NA,0,0.28,"Y",4
7572,25,41508,"RENT",NA,"MEDICAL","C",6400,14.79,0,0.15,"N",3
7573,22,54000,"OWN",NA,"PERSONAL","B",25000,NA,0,0.46,"N",3
7577,22,46300,"RENT",1,"EDUCATION","A",6400,NA,0,0.14,"N",4
7579,23,54000,"MORTGAGE",NA,"DEBTCONSOLIDATION","B",5000,9.99,0,0.09,"N",3
7595,24,49200,"RENT",2,"MEDICAL","D",6400,NA,1,0.13,"N",3
7600,24,60000,"RENT",2,"DEBTCONSOLIDATION","A",6400,NA,0,0.11,"N",4
7647,25,42000,"RENT",6,"VENTURE","B",6850,NA,0,0.16,"N",4
7649,25,57000,"RENT",3,"MEDICAL","A",6850,NA,0,0.12,"N",4
7661,25,54000,"MORTGAGE",9,"PERSONAL","C",16000,NA,0,0.3,"N",4
7668,21,54000,"MORTGAGE",4,"PERSONAL","B",10000,NA,0,0.19,"N",4
7679,21,26400,"RENT",NA,"PERSONAL","D",7000,14.84,1,0.27,"Y",3
7689,23,54000,"MORTGAGE",7,"DEBTCONSOLIDATION","A",3000,NA,0,0.06,"N",3
7693,23,54000,"MORTGAGE",1,"EDUCATION","C",13650,NA,0,0.25,"Y",2
7716,25,54300,"MORTGAGE",NA,"PERSONAL","A",8000,6.92,0,0.15,"N",4
7717,21,30600,"RENT",NA,"DEBTCONSOLIDATION","A",7000,7.29,0,0.23,"N",2
7720,26,31000,"RENT",6,"EDUCATION","A",7000,NA,0,0.23,"N",2
7724,24,54400,"MORTGAGE",8,"DEBTCONSOLIDATION","C",12000,NA,0,0.22,"Y",4
7740,26,54600,"MORTGAGE",10,"PERSONAL","B",4800,NA,0,0.09,"N",2
7741,24,48600,"MORTGAGE",1,"EDUCATION","D",8000,NA,1,0.16,"N",4
7742,22,33000,"RENT",2,"DEBTCONSOLIDATION","B",7000,NA,0,0.21,"N",2
7750,22,54800,"OWN",7,"EDUCATION","A",8000,NA,0,0.15,"N",2
7774,23,54996,"MORTGAGE",7,"DEBTCONSOLIDATION","B",15000,NA,0,0.27,"N",2
7777,25,30000,"RENT",0,"EDUCATION","E",7000,NA,1,0.23,"Y",2
7780,23,31000,"RENT",7,"HOMEIMPROVEMENT","B",7000,NA,1,0.23,"N",3
7792,22,37740,"RENT",6,"MEDICAL","A",7000,NA,0,0.19,"N",3
7794,22,32000,"RENT",0,"PERSONAL","D",7000,NA,1,0.22,"Y",4
7825,23,55000,"MORTGAGE",7,"MEDICAL","A",2800,NA,0,0.05,"N",2
7837,26,42000,"RENT",10,"DEBTCONSOLIDATION","A",7000,NA,0,0.17,"N",2
7844,26,36000,"RENT",NA,"MEDICAL","C",7000,13.98,1,0.19,"Y",2
7845,23,55000,"MORTGAGE",0,"PERSONAL","A",2000,NA,0,0.04,"N",2
7853,26,55000,"MORTGAGE",NA,"VENTURE","A",4500,8.49,0,0.08,"N",3
7856,23,43000,"RENT",7,"EDUCATION","E",7000,NA,0,0.16,"N",4
7876,25,49000,"MORTGAGE",1,"EDUCATION","C",7000,NA,1,0.14,"N",4
7896,23,55000,"MORTGAGE",7,"EDUCATION","A",15000,NA,0,0.27,"N",4
7916,23,49500,"RENT",2,"MEDICAL","C",7000,NA,0,0.14,"N",4
7918,24,55000,"MORTGAGE",8,"EDUCATION","B",9600,NA,0,0.17,"N",3
7922,23,50000,"RENT",8,"VENTURE","A",7000,NA,0,0.14,"N",2
7931,25,55000,"MORTGAGE",9,"HOMEIMPROVEMENT","B",8500,NA,0,0.15,"N",2
7938,26,50026,"RENT",3,"PERSONAL","A",7000,NA,0,0.14,"N",4
7954,22,55000,"OWN",NA,"VENTURE","A",1275,6.91,0,0.02,"N",3
7967,24,55000,"OWN",3,"MEDICAL","B",16000,NA,0,0.29,"N",3
7973,23,89000,"RENT",7,"EDUCATION","C",7000,NA,0,0.08,"N",3
8008,25,55000,"MORTGAGE",10,"EDUCATION","C",15000,NA,0,0.27,"Y",3
8023,24,35004,"RENT",6,"MEDICAL","D",7200,NA,0,0.21,"N",2
8025,26,55000,"MORTGAGE",0,"MEDICAL","B",12500,NA,0,0.23,"N",3
8051,25,46000,"RENT",5,"DEBTCONSOLIDATION","C",7200,NA,0,0.16,"Y",3
8060,24,55000,"MORTGAGE",8,"PERSONAL","D",15000,NA,0,0.27,"Y",3
8065,22,50000,"RENT",6,"DEBTCONSOLIDATION","B",7200,NA,0,0.14,"N",4
8079,24,54996,"RENT",8,"EDUCATION","B",7200,NA,0,0.13,"N",3
8096,24,49200,"MORTGAGE",8,"MEDICAL","E",2500,NA,1,0.05,"N",2
8133,24,56000,"MORTGAGE",8,"DEBTCONSOLIDATION","A",12000,NA,0,0.21,"N",3
8143,25,149000,"RENT",9,"MEDICAL","A",7200,NA,0,0.05,"N",2
8155,23,38000,"RENT",1,"MEDICAL","A",7300,NA,0,0.19,"N",2
8161,25,56000,"MORTGAGE",NA,"EDUCATION","A",5000,5.42,0,0.09,"N",3
8174,23,56000,"OWN",7,"EDUCATION","B",20000,NA,0,0.36,"N",3
8175,23,42000,"RENT",4,"EDUCATION","B",7400,NA,0,0.18,"N",3
8177,24,43995,"RENT",NA,"PERSONAL","C",7400,13.99,1,0.17,"Y",4
8210,23,30000,"RENT",3,"DEBTCONSOLIDATION","B",7500,NA,0,0.25,"N",4
8222,22,33000,"RENT",2,"EDUCATION","B",7500,NA,0,0.23,"N",4
8235,21,29004,"RENT",0,"MEDICAL","D",7500,NA,1,0.26,"Y",2
8246,23,56400,"MORTGAGE",NA,"EDUCATION","B",4000,11.49,0,0.07,"N",4
8252,23,56500,"MORTGAGE",7,"MEDICAL","A",9800,NA,0,0.17,"N",2
8253,23,39975,"RENT",0,"PERSONAL","C",7500,NA,0,0.19,"Y",2
8256,21,56532,"MORTGAGE",NA,"EDUCATION","A",16000,7.88,0,0.28,"N",3
8257,24,56533,"MORTGAGE",NA,"HOMEIMPROVEMENT","B",20000,11.11,0,0.35,"N",2
8265,26,56810,"MORTGAGE",10,"DEBTCONSOLIDATION","C",2500,NA,0,0.04,"Y",3
8268,23,56900,"MORTGAGE",7,"MEDICAL","B",11200,NA,0,0.2,"N",3
8283,22,57000,"MORTGAGE",6,"VENTURE","B",7200,NA,0,0.13,"N",2
8289,21,57000,"MORTGAGE",5,"VENTURE","C",14400,NA,0,0.25,"Y",2
8292,22,39000,"RENT",1,"VENTURE","D",7500,NA,1,0.19,"Y",4
8297,22,45600,"RENT",6,"EDUCATION","C",7500,NA,0,0.16,"N",4
8310,25,48659,"RENT",4,"EDUCATION","B",7500,NA,0,0.15,"N",4
8311,23,57000,"MORTGAGE",6,"PERSONAL","A",7000,NA,0,0.12,"N",2
8335,22,51000,"RENT",6,"EDUCATION","C",7500,NA,0,0.15,"N",4
8339,24,51000,"MORTGAGE",8,"DEBTCONSOLIDATION","B",12000,NA,1,0.24,"N",3
8354,22,52000,"RENT",1,"HOMEIMPROVEMENT","D",7500,NA,1,0.14,"Y",4
8355,25,57120,"MORTGAGE",NA,"MEDICAL","B",25000,10.99,0,0.44,"N",4
8372,22,60000,"RENT",1,"VENTURE","B",7500,NA,0,0.13,"N",4
8379,25,57500,"MORTGAGE",5,"MEDICAL","C",12275,NA,0,0.21,"Y",3
8386,26,57550,"MORTGAGE",NA,"DEBTCONSOLIDATION","A",3500,5.42,0,0.06,"N",4
8393,23,57600,"MORTGAGE",NA,"DEBTCONSOLIDATION","A",10000,6.03,0,0.17,"N",4
8395,22,57600,"OWN",NA,"EDUCATION","A",1500,5.99,0,0.03,"N",3
8397,24,57600,"MORTGAGE",NA,"HOMEIMPROVEMENT","A",3300,5.42,0,0.06,"N",4
8400,24,57600,"MORTGAGE",9,"VENTURE","B",6500,NA,0,0.11,"N",2
8404,22,57600,"MORTGAGE",2,"DEBTCONSOLIDATION","C",4000,NA,0,0.07,"Y",2
8408,23,57600,"MORTGAGE",7,"DEBTCONSOLIDATION","A",4000,NA,0,0.07,"N",3
8416,23,57600,"MORTGAGE",0,"VENTURE","B",1000,NA,0,0.02,"N",2
8421,25,57700,"MORTGAGE",9,"HOMEIMPROVEMENT","A",9000,NA,0,0.16,"N",3
8438,23,116700,"RENT",2,"EDUCATION","C",7500,NA,0,0.06,"N",4
8444,23,57996,"MORTGAGE",7,"DEBTCONSOLIDATION","A",7200,NA,0,0.12,"N",2
8454,24,58000,"MORTGAGE",3,"PERSONAL","D",15000,NA,0,0.26,"N",4
8459,25,41412,"RENT",NA,"MEDICAL","B",7600,11.12,0,0.18,"N",3
8466,26,58000,"MORTGAGE",5,"PERSONAL","A",10000,NA,0,0.17,"N",4
8474,22,23400,"RENT",NA,"EDUCATION","A",7700,5.99,1,0.33,"N",2
8485,22,23000,"RENT",2,"EDUCATION","C",7750,NA,1,0.34,"Y",4
8497,24,30000,"RENT",6,"EDUCATION","E",7750,NA,0,0.26,"Y",2
8498,24,33000,"RENT",2,"VENTURE","F",7750,NA,1,0.23,"N",2
8502,22,52000,"MORTGAGE",6,"VENTURE","D",6000,NA,1,0.12,"Y",3
8520,24,40000,"RENT",1,"MEDICAL","A",7800,NA,0,0.2,"N",2
8536,23,58200,"MORTGAGE",2,"DEBTCONSOLIDATION","B",13000,NA,0,0.22,"N",2
8564,22,19800,"RENT",4,"MEDICAL","A",8000,NA,1,0.4,"N",4
8568,22,59000,"MORTGAGE",5,"MEDICAL","A",6000,NA,0,0.1,"N",2
8578,26,59000,"MORTGAGE",NA,"VENTURE","A",7800,6.99,0,0.13,"N",2
8580,25,53000,"MORTGAGE",9,"MEDICAL","A",10625,NA,1,0.2,"N",4
8581,22,59000,"MORTGAGE",6,"DEBTCONSOLIDATION","A",6400,NA,0,0.11,"N",4
8591,25,23000,"RENT",NA,"HOMEIMPROVEMENT","D",8000,14.46,1,0.35,"Y",2
8592,23,23148,"RENT",0,"DEBTCONSOLIDATION","B",8000,NA,1,0.35,"N",4
8595,22,24000,"RENT",0,"EDUCATION","A",8000,NA,1,0.33,"N",2
8634,26,59760,"MORTGAGE",NA,"HOMEIMPROVEMENT","B",6000,9.99,0,0.1,"N",2
8641,24,28800,"RENT",5,"MEDICAL","A",8000,NA,0,0.28,"N",2
8644,22,59959,"MORTGAGE",4,"EDUCATION","B",6000,NA,0,0.1,"N",3
8645,26,28800,"RENT",5,"EDUCATION","D",8000,NA,0,0.28,"Y",3
8649,24,30000,"RENT",3,"MEDICAL","E",8000,NA,0,0.27,"Y",2
8655,22,30000,"RENT",NA,"VENTURE","E",8000,NA,1,0.27,"N",3
8665,22,60000,"MORTGAGE",NA,"EDUCATION","A",12000,7.51,0,0.2,"N",3
8675,21,30000,"RENT",5,"EDUCATION","B",8000,NA,0,0.27,"N",2
8691,23,33000,"RENT",4,"EDUCATION","C",8000,NA,0,0.24,"Y",4
8692,26,60000,"MORTGAGE",NA,"EDUCATION","A",10000,6.03,0,0.17,"N",4
8702,23,60000,"MORTGAGE",6,"EDUCATION","C",25600,NA,0,0.43,"N",4
8710,26,35000,"RENT",10,"PERSONAL","D",8000,NA,0,0.23,"N",3
8713,24,60000,"MORTGAGE",NA,"VENTURE","A",12000,7.9,0,0.2,"N",3
8724,23,35004,"RENT",7,"VENTURE","A",8000,NA,0,0.23,"N",3
8729,26,30000,"RENT",6,"HOMEIMPROVEMENT","C",8000,NA,1,0.27,"N",3
8734,23,36000,"RENT",5,"VENTURE","B",8000,NA,0,0.22,"N",2
8736,23,60000,"OWN",7,"VENTURE","A",11500,NA,0,0.19,"N",4
8753,25,31008,"RENT",7,"MEDICAL","D",8000,NA,1,0.26,"N",3
8770,23,60000,"MORTGAGE",NA,"EDUCATION","A",16000,7.49,0,0.27,"N",3
8773,23,60000,"MORTGAGE",8,"EDUCATION","B",21000,NA,0,0.35,"N",3
8776,26,60000,"MORTGAGE",3,"HOMEIMPROVEMENT","A",2000,NA,0,0.03,"N",4
8804,23,60000,"MORTGAGE",NA,"EDUCATION","B",5600,10.99,0,0.09,"N",2
8812,25,60000,"MORTGAGE",5,"VENTURE","A",5000,NA,0,0.08,"N",4
8823,22,60000,"MORTGAGE",NA,"EDUCATION","A",10000,5.99,0,0.17,"N",2
8832,25,60000,"MORTGAGE",1,"EDUCATION","A",4000,NA,0,0.07,"N",4
8835,24,42000,"RENT",2,"EDUCATION","B",8000,NA,0,0.19,"N",4
8837,25,54000,"MORTGAGE",NA,"DEBTCONSOLIDATION","D",10000,16.89,1,0.19,"Y",2
8843,22,60000,"MORTGAGE",2,"MEDICAL","A",10000,NA,0,0.17,"N",2
8847,25,42000,"RENT",3,"EDUCATION","A",8000,NA,0,0.19,"N",4
8853,25,42500,"RENT",1,"PERSONAL","C",8000,NA,0,0.19,"Y",4
8855,24,60000,"MORTGAGE",8,"MEDICAL","C",21000,NA,0,0.35,"Y",4
8859,22,54000,"MORTGAGE",0,"DEBTCONSOLIDATION","D",6000,NA,1,0.11,"N",3
8865,25,43200,"RENT",10,"VENTURE","B",8000,NA,0,0.19,"N",3
8876,24,39000,"RENT",4,"DEBTCONSOLIDATION","C",8000,NA,1,0.21,"N",2
8890,21,45000,"RENT",5,"EDUCATION","D",8000,NA,0,0.18,"Y",2
8907,22,60000,"MORTGAGE",2,"PERSONAL","A",10000,NA,0,0.17,"N",4
8915,23,48000,"RENT",5,"VENTURE","B",8000,NA,0,0.17,"N",2
8922,23,48000,"RENT",NA,"VENTURE","C",8000,12.99,0,0.17,"Y",4
8923,23,60000,"MORTGAGE",7,"DEBTCONSOLIDATION","A",7200,NA,0,0.12,"N",2
8926,24,48000,"RENT",NA,"DEBTCONSOLIDATION","A",8000,7.51,0,0.17,"N",4
8943,22,60000,"MORTGAGE",NA,"EDUCATION","A",5000,6.54,0,0.08,"N",4
8944,24,60000,"MORTGAGE",8,"VENTURE","B",9000,NA,0,0.15,"N",4
8953,23,60000,"MORTGAGE",8,"MEDICAL","B",10000,NA,0,0.17,"N",3
8957,23,60000,"MORTGAGE",7,"PERSONAL","A",12000,NA,0,0.2,"N",4
8962,26,60000,"MORTGAGE",0,"DEBTCONSOLIDATION","C",7200,NA,0,0.12,"N",4
8963,23,50000,"RENT",0,"VENTURE","C",8000,NA,0,0.16,"N",4
8973,23,60000,"MORTGAGE",5,"DEBTCONSOLIDATION","A",7200,NA,0,0.12,"N",4
8979,26,60000,"MORTGAGE",2,"MEDICAL","B",5000,NA,0,0.08,"N",4
8995,21,60000,"OWN",0,"VENTURE","D",16000,NA,0,0.27,"N",2
8996,24,60000,"MORTGAGE",8,"DEBTCONSOLIDATION","C",14000,NA,0,0.23,"N",2
9000,22,60000,"OWN",NA,"EDUCATION","B",20000,11.12,0,0.33,"N",3
9008,23,54500,"RENT",2,"DEBTCONSOLIDATION","A",8000,NA,0,0.15,"N",2
9024,25,60000,"MORTGAGE",3,"VENTURE","A",7000,NA,0,0.12,"N",3
9033,23,55550,"RENT",7,"DEBTCONSOLIDATION","B",8000,NA,0,0.14,"N",3
9034,26,60000,"OWN",8,"VENTURE","A",9800,NA,0,0.16,"N",4
9042,23,60000,"MORTGAGE",7,"EDUCATION","A",10500,NA,0,0.17,"N",4
9056,22,60000,"OWN",6,"MEDICAL","C",10000,NA,0,0.17,"Y",3
9060,23,58600,"RENT",3,"MEDICAL","C",8000,NA,0,0.14,"Y",3
9061,26,54000,"MORTGAGE",10,"MEDICAL","C",10000,NA,1,0.19,"N",3
9063,25,54000,"RENT",NA,"HOMEIMPROVEMENT","B",8000,9.91,1,0.15,"N",2
9068,21,60000,"MORTGAGE",0,"MEDICAL","C",10000,NA,0,0.17,"Y",4
9078,23,60000,"RENT",2,"DEBTCONSOLIDATION","B",8000,NA,0,0.13,"N",3
9086,24,60000,"MORTGAGE",NA,"MEDICAL","A",5000,7.14,0,0.08,"N",2
9091,23,54780,"RENT",NA,"PERSONAL","B",8000,10.65,1,0.15,"N",4
9093,25,54000,"MORTGAGE",NA,"DEBTCONSOLIDATION","C",12000,12.73,1,0.22,"N",4
9104,22,52000,"RENT",3,"EDUCATION","C",5200,NA,0,0.1,"Y",4
9112,23,60000,"MORTGAGE",4,"EDUCATION","A",10000,NA,0,0.17,"N",4
9135,22,36000,"RENT",4,"DEBTCONSOLIDATION","B",5075,NA,0,0.14,"N",2
9147,23,60000,"MORTGAGE",0,"MEDICAL","A",5000,NA,0,0.08,"N",2
9149,26,12000,"RENT",NA,"VENTURE","A",5000,6.92,1,0.42,"N",4
9150,21,12360,"RENT",NA,"VENTURE","B",5000,10.75,1,0.4,"N",4
9158,22,15000,"RENT",0,"VENTURE","D",5000,NA,1,0.33,"Y",4
9164,22,54000,"MORTGAGE",3,"DEBTCONSOLIDATION","D",22750,NA,1,0.42,"Y",2
9168,23,60000,"MORTGAGE",6,"PERSONAL","A",3350,NA,0,0.06,"N",4
9176,26,16800,"RENT",0,"EDUCATION","B",5000,NA,1,0.3,"N",4
9181,21,17220,"RENT",NA,"DEBTCONSOLIDATION","B",5000,10.37,1,0.29,"N",3
9188,23,18720,"RENT",NA,"DEBTCONSOLIDATION","D",5000,16.32,1,0.27,"Y",3
9189,21,19140,"RENT",NA,"VENTURE","A",5000,8.49,1,0.26,"N",4
9193,24,19200,"RENT",2,"DEBTCONSOLIDATION","B",5000,NA,1,0.26,"N",3
9195,22,60000,"MORTGAGE",7,"EDUCATION","D",10000,NA,0,0.17,"N",3
9198,21,19968,"RENT",4,"MEDICAL","C",5000,NA,1,0.25,"N",3
9209,22,20400,"RENT",NA,"PERSONAL","B",5000,12.42,0,0.25,"N",2
9211,25,60000,"MORTGAGE",8,"EDUCATION","C",8000,NA,0,0.13,"N",3
9235,24,23000,"RENT",1,"PERSONAL","C",5000,NA,0,0.22,"Y",2
9236,24,23000,"RENT",2,"EDUCATION","B",5000,NA,0,0.22,"N",4
9237,26,23484,"RENT",NA,"VENTURE","A",5000,7.49,0,0.21,"N",2
9246,21,24000,"RENT",5,"EDUCATION","B",5000,NA,0,0.21,"N",4
9247,21,24000,"RENT",3,"HOMEIMPROVEMENT","D",5000,NA,1,0.21,"Y",2
9263,21,24996,"RENT",0,"DEBTCONSOLIDATION","D",5000,NA,1,0.2,"N",3
9265,22,24996,"RENT",3,"MEDICAL","D",5000,NA,1,0.2,"Y",3
9266,21,24996,"RENT",1,"DEBTCONSOLIDATION","C",5000,NA,0,0.2,"Y",3
9272,24,25000,"RENT",5,"VENTURE","A",5000,NA,0,0.2,"N",4
9283,22,60612,"MORTGAGE",6,"PERSONAL","B",5300,NA,0,0.09,"N",4
9301,21,61000,"MORTGAGE",6,"PERSONAL","C",6000,NA,0,0.1,"N",3
9302,22,27000,"RENT",0,"VENTURE","D",5000,NA,1,0.19,"Y",2
9306,21,27200,"RENT",0,"MEDICAL","C",5000,NA,0,0.18,"N",3
9314,23,61000,"MORTGAGE",NA,"PERSONAL","A",10000,6.99,0,0.16,"N",2
